date.time,date,site,plot,common.name,scientific.name,family,assessment.method,recapture,vocal,SamplingDay
2021-04-18T16:58:25Z,18/4/2021,Duval,DryA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,1
2021-04-18T17:35:24Z,18/4/2021,Duval,DryA,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,1
2021-04-18T17:35:24Z,18/4/2021,Duval,DryA,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,1
2021-04-18T20:23:00Z,18/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,1
2021-04-18T20:23:00Z,18/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,1
2021-04-18T19:31:42Z,18/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-18T22:14:00Z,18/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,1
2021-04-18T22:14:00Z,18/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,1
2021-04-18T22:14:00Z,18/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,1
2021-04-18T17:59:08Z,18/4/2021,Duval,WetA,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,1
2021-04-18T17:59:08Z,18/4/2021,Duval,WetA,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,1
2021-04-18T20:16:26Z,18/4/2021,Duval,WetA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,1
2021-04-18T19:11:00Z,18/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,1
2021-04-18T19:11:00Z,18/4/2021,Duval,WetB,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,1
2021-04-18T18:13:56Z,18/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-18T17:46:52Z,18/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-18T17:46:52Z,18/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-18T17:46:52Z,18/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-19T18:55:00Z,19/4/2021,Duval,DryA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,2
2021-04-19T18:55:00Z,19/4/2021,Duval,DryA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,2
2021-04-19T18:48:00Z,19/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,2
2021-04-19T18:48:00Z,19/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,2
2021-04-19T05:42:32Z,19/4/2021,Duval,DryA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,1
2021-04-19T19:56:00Z,19/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,2
2021-04-19T20:05:00Z,19/4/2021,Duval,DryB,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,2
2021-04-19T18:17:01Z,19/4/2021,Duval,DryB,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,2
2021-04-19T06:59:00Z,19/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,1
2021-04-19T19:00:00Z,19/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,2
2021-04-19T19:00:00Z,19/4/2021,Duval,WetA,Southern Greater Glider,Petauroides volans,Pseudocheiridae,OBM,NA,no,2
2021-04-19T06:25:24Z,19/4/2021,Duval,WetA,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,camera,NA,no,1
2021-04-19T03:55:37Z,19/4/2021,Duval,WetA,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,1
2021-04-19T22:11:21Z,19/4/2021,Duval,WetA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,2
2021-04-19T11:52:09Z,19/4/2021,Duval,WetA,Fallow Deer,Dama dama,Cervidae,camera,NA,yes,1
2021-04-19T11:52:09Z,19/4/2021,Duval,WetA,Fallow Deer,Dama dama,Cervidae,camera,NA,yes,1
2021-04-19T11:52:09Z,19/4/2021,Duval,WetA,Fallow Deer,Dama dama,Cervidae,camera,NA,yes,1
2021-04-19T11:52:09Z,19/4/2021,Duval,WetA,Fallow Deer,Dama dama,Cervidae,camera,NA,yes,1
2021-04-19T05:58:00Z,19/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,1
2021-04-19T05:58:00Z,19/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,1
2021-04-19T05:58:00Z,19/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,1
2021-04-19T06:13:00Z,19/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,1
2021-04-19T05:58:00Z,19/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,1
2021-04-19T19:59:00Z,19/4/2021,Duval,WetB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,2
2021-04-19T19:59:00Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,2
2021-04-19T19:59:00Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,2
2021-04-19T19:59:00Z,19/4/2021,Duval,WetB,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,OBM,NA,no,2
2021-04-19T19:59:00Z,19/4/2021,Duval,WetB,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,OBM,NA,no,2
2021-04-19T11:22:54Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-19T11:22:54Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,1
2021-04-19T17:44:27Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-19T17:44:27Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-19T23:23:40Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-19T16:06:03Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-19T16:06:03Z,19/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-19T18:30:03Z,19/4/2021,Duval,WetB,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,2
2021-04-20T08:27:00Z,20/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,2
2021-04-20T18:43:00Z,20/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T18:43:00Z,20/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T17:36:40Z,20/4/2021,Duval,DryA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,3
2021-04-20T23:57:06Z,20/4/2021,Duval,DryA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,3
2021-04-20T18:44:00Z,20/4/2021,Duval,DryB,Black Rat,Rattus rattus,Muridae,OBM,NA,no,3
2021-04-20T18:52:00Z,20/4/2021,Duval,DryB,Southern Greater Glider,Petauroides volans,Pseudocheiridae,OBM,NA,no,3
2021-04-20T06:51:18Z,20/4/2021,Duval,DryB,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,camera,NA,no,2
2021-04-20T07:14:00Z,20/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,2
2021-04-20T19:14:00Z,20/4/2021,Duval,WetA,Cow,Bos taurus,Bovidae,OBM,NA,yes,3
2021-04-20T19:17:00Z,20/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-20T19:12:00Z,20/4/2021,Duval,WetA,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,3
2021-04-20T19:05:00Z,20/4/2021,Duval,WetA,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,OBM,NA,no,3
2021-04-20T21:24:38Z,20/4/2021,Duval,WetA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,3
2021-04-20T17:54:53Z,20/4/2021,Duval,WetA,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,camera,NA,no,3
2021-04-20T22:06:39Z,20/4/2021,Duval,WetA,Sheep,Ovis aries,Bovidae,camera,NA,yes,3
2021-04-20T22:06:39Z,20/4/2021,Duval,WetA,Sheep,Ovis aries,Bovidae,camera,NA,yes,3
2021-04-20T22:06:39Z,20/4/2021,Duval,WetA,Sheep,Ovis aries,Bovidae,camera,NA,yes,3
2021-04-20T22:06:39Z,20/4/2021,Duval,WetA,Sheep,Ovis aries,Bovidae,camera,NA,yes,3
2021-04-20T18:18:26Z,20/4/2021,Duval,WetA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,3
2021-04-20T06:25:00Z,20/4/2021,Duval,WetB,Yellow-footed Antechinus,Antechinus flavipes,Dasyuridae,OBM,NA,no,2
2021-04-20T08:22:00Z,20/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,y,no,2
2021-04-20T06:25:00Z,20/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,2
2021-04-20T06:25:00Z,20/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,2
2021-04-20T06:25:00Z,20/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,2
2021-04-20T06:25:00Z,20/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,2
2021-04-20T19:19:00Z,20/4/2021,Duval,WetB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,3
2021-04-20T19:19:00Z,20/4/2021,Duval,WetB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,3
2021-04-20T19:16:00Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T19:16:00Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T19:16:00Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T19:16:00Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T19:16:00Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T19:16:00Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,3
2021-04-20T03:51:55Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-20T06:05:55Z,20/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,2
2021-04-21T08:10:00Z,21/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T08:14:00Z,21/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T08:14:00Z,21/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T08:14:00Z,21/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T19:09:00Z,21/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,4
2021-04-21T19:09:00Z,21/4/2021,Duval,DryA,Southern Greater Glider,Petauroides volans,Pseudocheiridae,OBM,NA,no,4
2021-04-21T20:58:05Z,21/4/2021,Duval,DryA,Brown Hare,Lepus europaeus,Leporidae,camera,NA,no,4
2021-04-21T00:15:29Z,21/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,3
2021-04-21T06:22:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T06:27:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T06:11:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T19:37:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,y,no,4
2021-04-21T19:43:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-21T08:36:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T08:42:00Z,21/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T19:17:00Z,21/4/2021,Duval,DryB,Black Rat,Rattus rattus,Muridae,OBM,NA,no,4
2021-04-21T19:21:00Z,21/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,4
2021-04-21T19:21:00Z,21/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,4
2021-04-21T19:20:10Z,21/4/2021,Duval,DryB,Brown Hare,Lepus europaeus,Leporidae,camera,NA,no,4
2021-04-21T23:03:11Z,21/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,4
2021-04-21T23:03:11Z,21/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,4
2021-04-21T18:00:58Z,21/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,4
2021-04-21T18:00:58Z,21/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,4
2021-04-21T17:18:12Z,21/4/2021,Duval,DryB,Fallow Deer,Dama dama,Cervidae,camera,NA,yes,4
2021-04-21T07:01:00Z,21/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T06:55:00Z,21/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T19:56:00Z,21/4/2021,Duval,WetA,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,4
2021-04-21T07:25:00Z,21/4/2021,Duval,WetB,Yellow-footed Antechinus,Antechinus flavipes,Dasyuridae,OBM,NA,no,3
2021-04-21T07:06:00Z,21/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T07:16:00Z,21/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T07:13:00Z,21/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T08:14:00Z,21/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T08:04:00Z,21/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,3
2021-04-21T17:52:46Z,21/4/2021,Duval,WetB,Brown Hare,Lepus europaeus,Leporidae,camera,NA,no,4
2021-04-21T05:44:32Z,21/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,3
2021-04-21T14:20:31Z,21/4/2021,Duval,WetB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T06:12:00Z,22/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:15:00Z,22/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:41:00Z,22/4/2021,Duval,DryA,Black Rat,Rattus rattus,Muridae,OBM,NA,no,4
2021-04-22T06:53:00Z,22/4/2021,Duval,DryA,Black Rat,Rattus rattus,Muridae,OBM,NA,no,4
2021-04-22T01:23:49Z,22/4/2021,Duval,DryA,Brown Hare,Lepus europaeus,Leporidae,camera,NA,no,4
2021-04-22T05:31:48Z,22/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T05:31:48Z,22/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T03:40:45Z,22/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T03:40:45Z,22/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T06:27:00Z,22/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:25:00Z,22/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:25:00Z,22/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:35:00Z,22/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:17:00Z,22/4/2021,Duval,DryB,Black Rat,Rattus rattus,Muridae,OBM,NA,no,4
2021-04-22T06:16:00Z,22/4/2021,Duval,DryB,Black Rat,Rattus rattus,Muridae,OBM,NA,no,4
2021-04-22T18:41:00Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,5
2021-04-22T18:41:00Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,5
2021-04-22T18:41:00Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,5
2021-04-22T18:44:00Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,5
2021-04-22T16:26:00Z,22/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,5
2021-04-22T16:26:00Z,22/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,5
2021-04-22T16:26:00Z,22/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,5
2021-04-22T16:26:00Z,22/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,5
2021-04-22T02:50:37Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,4
2021-04-22T21:15:43Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,5
2021-04-22T21:15:43Z,22/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,camera,NA,yes,5
2021-04-22T07:46:46Z,22/4/2021,Duval,DryB,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,4
2021-04-22T03:52:56Z,22/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T04:37:32Z,22/4/2021,Duval,DryB,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,4
2021-04-22T07:45:00Z,22/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:31:00Z,22/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:45:00Z,22/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:25:00Z,22/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:25:00Z,22/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T18:19:00Z,22/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,5
2021-04-22T18:19:00Z,22/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-22T18:04:00Z,22/4/2021,Duval,WetA,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,5
2021-04-22T18:13:00Z,22/4/2021,Duval,WetA,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,5
2021-04-22T18:15:00Z,22/4/2021,Duval,WetA,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,5
2021-04-22T17:56:00Z,22/4/2021,Duval,WetA,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,OBM,NA,no,5
2021-04-22T06:31:59Z,22/4/2021,Duval,WetA,Swamp Wallaby,Wallabia bicolor,Macropodidae,camera,NA,no,4
2021-04-22T04:21:03Z,22/4/2021,Duval,WetA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,4
2021-04-22T14:08:47Z,22/4/2021,Duval,WetA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,5
2021-04-22T14:08:47Z,22/4/2021,Duval,WetA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,5
2021-04-22T06:44:00Z,22/4/2021,Duval,WetB,Yellow-footed Antechinus,Antechinus flavipes,Dasyuridae,OBM,NA,no,4
2021-04-22T07:05:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:07:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,y,no,4
2021-04-22T07:10:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T08:02:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:16:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:10:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:53:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:56:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:05:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:12:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T06:57:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T07:16:00Z,22/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,NA,no,4
2021-04-22T08:05:00Z,22/4/2021,Duval,WetB,Fallow Deer,Dama dama,Cervidae,OBM,NA,yes,4
2021-04-22T06:37:11Z,22/4/2021,Duval,WetB,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,4
2021-04-23T09:25:00Z,23/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:22:00Z,23/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:35:00Z,23/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:15:00Z,23/4/2021,Duval,DryA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:35:00Z,23/4/2021,Duval,DryA,Black Rat,Rattus rattus,Muridae,OBM,NA,no,5
2021-04-23T06:30:00Z,23/4/2021,Duval,DryA,Black Rat,Rattus rattus,Muridae,OBM,NA,no,5
2021-04-23T22:31:15Z,23/4/2021,Duval,DryA,Red Fox,Vulpes vulpes,Canidae,camera,NA,yes,6
2021-04-23T03:20:38Z,23/4/2021,Duval,DryA,Red-necked Wallaby,Notamacropus rufogriseus,Macropodidae,camera,NA,no,5
2021-04-23T03:20:25Z,23/4/2021,Duval,DryA,Macropod,Osphranter robustus,Macropodidae,camera,NA,yes,5
2021-04-23T17:43:43Z,23/4/2021,Duval,DryA,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,6
2021-04-23T08:50:00Z,23/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:36:00Z,23/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:36:00Z,23/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:28:00Z,23/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:47:00Z,23/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:28:00Z,23/4/2021,Duval,DryB,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T06:21:00Z,23/4/2021,Duval,DryB,Black Rat,Rattus rattus,Muridae,OBM,NA,no,5
2021-04-23T06:15:00Z,23/4/2021,Duval,DryB,Black Rat,Rattus rattus,Muridae,OBM,NA,no,5
2021-04-23T18:52:00Z,23/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,6
2021-04-23T18:53:00Z,23/4/2021,Duval,DryB,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,6
2021-04-23T18:56:00Z,23/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,OBM,NA,yes,6
2021-04-23T06:05:28Z,23/4/2021,Duval,DryB,Macropod,Macropus giganteus,Macropodidae,camera,NA,yes,5
2021-04-23T07:45:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T07:55:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T07:55:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T07:30:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T07:20:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T07:30:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T07:30:00Z,23/4/2021,Duval,WetA,House Mouse,Mus musculus,Muridae,OBM,NA,no,5
2021-04-23T18:49:00Z,23/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,6
2021-04-23T19:03:00Z,23/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,6
2021-04-23T19:03:00Z,23/4/2021,Duval,WetA,Common Brushtail Possum,Trichosurus vulpecula,Phalangeridae,OBM,NA,yes,6
2021-04-23T18:55:00Z,23/4/2021,Duval,WetA,Sugar Glider,Petaurus notatus,Petauridae,OBM,NA,yes,6
2021-04-23T07:20:00Z,23/4/2021,Duval,WetB,Yellow-footed Antechinus,Antechinus flavipes,Dasyuridae,OBM,NA,no,5
2021-04-23T07:33:00Z,23/4/2021,Duval,WetB,House Mouse,Mus musculus,Muridae,OBM,y,no,5
