date.time,date,site,plot,common.name,scientific.name,family,assessment.method,recapture,vocal,SamplingDay
2022-07-06T05:53:40Z,6/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,615
2021-06-18T05:57:25Z,18/6/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,232
2022-06-23T05:58:43Z,23/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,602
2022-07-01T06:05:19Z,1/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,610
2021-06-08T06:05:40Z,8/6/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,222
2021-07-03T06:09:19Z,3/7/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,247
2022-06-03T06:10:40Z,3/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,582
2022-06-27T06:21:46Z,27/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,606
2022-08-15T18:39:13Z,15/8/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,655
2021-08-12T18:56:58Z,12/8/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,287
2021-06-19T19:59:04Z,19/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,233
2022-05-29T20:27:19Z,29/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,577
2021-07-07T20:31:37Z,7/7/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,251
2022-06-26T21:43:34Z,26/6/2022,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,605
2021-04-27T22:28:43Z,27/4/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,180
2022-06-16T22:37:31Z,16/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,595
2021-10-17T22:45:58Z,17/10/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,353
2021-07-02T22:47:19Z,2/7/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,246
2022-06-18T22:50:58Z,18/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,597
2022-08-02T23:02:43Z,2/8/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,642
2022-08-08T23:20:13Z,8/8/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,648
2022-06-22T23:23:04Z,22/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,601
2021-07-18T23:32:31Z,18/7/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,262
2021-05-27T23:44:55Z,27/5/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,210
2022-06-02T23:47:34Z,2/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,581
2021-04-24T00:07:10Z,24/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,177
2020-11-29T00:08:28Z,29/11/2020,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,31
2021-06-16T00:31:43Z,16/6/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,230
2021-04-26T00:33:34Z,26/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,179
2021-08-03T00:35:16Z,3/8/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,278
2022-11-26T00:36:13Z,26/11/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,758
2021-05-26T00:36:19Z,26/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,209
2022-06-03T00:44:19Z,3/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,582
2022-05-03T00:45:55Z,3/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,551
2022-08-26T00:47:16Z,26/8/2022,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,666
2021-04-28T00:59:13Z,28/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,181
2021-07-22T01:03:01Z,22/7/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,266
2022-07-20T01:14:22Z,20/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,629
2021-06-11T01:19:55Z,11/6/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,225
2021-05-24T01:20:58Z,24/5/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,207
2022-10-29T01:22:28Z,29/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,730
2021-06-05T01:24:10Z,5/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,219
2022-06-20T01:27:31Z,20/6/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,599
2021-05-28T01:27:34Z,28/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,211
2022-12-15T01:33:28Z,15/12/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,777
2021-01-10T01:33:31Z,10/1/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,73
2022-11-03T01:44:04Z,3/11/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,735
2021-08-27T01:47:07Z,27/8/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,302
2021-04-14T01:47:22Z,14/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,167
2021-03-30T01:50:13Z,30/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,152
2021-11-05T01:53:01Z,5/11/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,372
2021-02-16T01:54:04Z,16/2/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,110
2021-06-28T01:58:04Z,28/6/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,242
2022-12-21T01:59:01Z,21/12/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,783
2021-05-02T02:00:10Z,2/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,185
2022-10-18T02:02:01Z,18/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,719
2021-06-29T02:02:04Z,29/6/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,243
2021-05-18T02:02:13Z,18/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,201
2022-05-10T02:03:01Z,10/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,558
2022-10-23T02:11:58Z,23/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,724
2022-07-24T02:14:34Z,24/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,633
2022-05-23T02:23:58Z,23/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,571
2021-10-26T02:31:04Z,26/10/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,362
2020-12-12T02:31:34Z,12/12/2020,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,44
2022-12-10T02:31:46Z,10/12/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,772
2022-11-17T02:34:40Z,17/11/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,749
2021-05-23T02:41:22Z,23/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,206
2021-06-06T02:43:52Z,6/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,220
2022-07-21T02:44:28Z,21/7/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,630
2021-05-08T02:46:04Z,8/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,191
2021-10-19T02:51:34Z,19/10/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,355
2020-11-22T02:55:01Z,22/11/2020,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,24
2021-05-03T02:57:16Z,3/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,186
2021-12-07T02:59:49Z,7/12/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,404
2021-11-27T03:07:10Z,27/11/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,394
2021-05-10T03:07:49Z,10/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,193
2021-04-05T03:09:31Z,5/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,158
2022-05-30T03:10:13Z,30/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,578
2021-07-01T03:12:31Z,1/7/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,245
2021-01-03T03:17:46Z,3/1/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,66
2021-08-30T03:18:22Z,30/8/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,305
2021-01-14T03:24:13Z,14/1/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,77
2022-05-19T03:24:13Z,19/5/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,567
2022-12-16T03:26:55Z,16/12/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,778
2022-11-24T03:28:16Z,24/11/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,756
2022-09-27T03:29:16Z,27/9/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,698
2021-05-04T03:29:34Z,4/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,187
2021-05-01T03:29:55Z,1/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,184
2022-06-13T03:34:19Z,13/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,592
2021-03-28T03:34:49Z,28/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,150
2022-05-20T03:35:49Z,20/5/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,568
2021-02-21T03:39:10Z,21/2/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,115
2021-04-20T03:41:55Z,20/4/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,173
2022-11-21T03:42:58Z,21/11/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,753
2022-03-26T03:44:04Z,26/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,513
2022-07-06T03:44:43Z,6/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,615
2022-07-25T03:45:01Z,25/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,634
2022-10-02T03:46:43Z,2/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,703
2021-10-08T03:48:40Z,8/10/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,344
2021-02-04T03:49:49Z,4/2/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,98
2022-09-01T03:50:58Z,1/9/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,672
2022-03-17T03:52:25Z,17/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,504
2022-10-06T03:52:34Z,6/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,707
2022-12-20T03:52:52Z,20/12/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,782
2021-03-04T03:54:07Z,4/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,126
2020-12-15T03:54:28Z,15/12/2020,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,47
2021-11-15T03:55:24Z,15/11/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,382
2022-04-09T03:57:31Z,9/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,527
2021-03-25T03:57:43Z,25/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,147
2020-12-23T03:58:01Z,23/12/2020,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,55
2021-11-23T03:59:28Z,23/11/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,390
2022-02-04T04:00:34Z,4/2/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,463
2022-10-12T04:00:55Z,12/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,713
2022-12-02T04:02:55Z,2/12/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,764
2022-10-10T04:03:16Z,10/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,711
2022-10-01T04:04:01Z,1/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,702
2021-04-02T04:04:31Z,2/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,155
2022-04-20T04:05:13Z,20/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,538
2021-10-13T04:06:16Z,13/10/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,349
2020-11-30T04:06:19Z,30/11/2020,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,32
2020-12-08T04:06:25Z,8/12/2020,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,40
2021-06-12T04:08:22Z,12/6/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,226
2022-10-21T04:09:04Z,21/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,722
2021-01-24T04:11:07Z,24/1/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,87
2021-01-19T04:11:40Z,19/1/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,82
2021-10-20T04:12:43Z,20/10/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,356
2022-09-14T04:14:25Z,14/9/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,685
2021-08-07T04:15:01Z,7/8/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,282
2022-06-06T04:15:16Z,6/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,585
2021-05-06T04:16:04Z,6/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,189
2021-04-12T04:17:31Z,12/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,165
2021-10-14T04:20:34Z,14/10/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,350
2022-10-08T04:21:55Z,8/10/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,709
2022-03-19T04:22:25Z,19/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,506
2022-05-08T04:22:31Z,8/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,556
2022-07-28T04:23:53Z,28/7/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,637
2021-07-06T04:24:31Z,6/7/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,250
2022-04-03T04:25:25Z,3/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,521
2022-09-29T04:25:55Z,29/9/2022,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,700
2021-05-14T04:26:10Z,14/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,197
2021-04-01T04:28:01Z,1/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,154
2022-08-08T04:28:01Z,8/8/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,648
2021-04-19T04:28:13Z,19/4/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,172
2021-05-09T04:30:07Z,9/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,192
2022-03-05T04:34:58Z,5/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,492
2021-04-23T04:36:01Z,23/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,176
2021-06-30T04:38:49Z,30/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,244
2022-05-13T04:40:25Z,13/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,561
2022-06-17T04:40:34Z,17/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,596
2021-04-30T04:41:31Z,30/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,183
2021-10-02T04:43:04Z,2/10/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,338
2022-04-13T04:43:25Z,13/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,531
2021-08-08T04:43:55Z,8/8/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,283
2022-05-25T04:45:19Z,25/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,573
2021-03-06T04:45:46Z,6/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,128
2021-09-09T04:48:04Z,9/9/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,315
2021-08-14T04:49:07Z,14/8/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,289
2021-04-15T04:51:28Z,15/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,168
2022-02-28T04:52:01Z,28/2/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,487
2021-04-08T04:52:37Z,8/4/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,161
2022-03-20T04:53:43Z,20/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,507
2022-04-29T04:53:43Z,29/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,547
2022-09-09T04:54:13Z,9/9/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,680
2021-06-25T04:55:52Z,25/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,239
2022-06-12T04:57:25Z,12/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,591
2021-09-16T04:57:58Z,16/9/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,322
2022-06-05T05:02:49Z,5/6/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,584
2022-04-10T05:03:10Z,10/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,528
2021-09-26T05:04:19Z,26/9/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,332
2022-04-18T05:04:37Z,18/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,536
2021-03-29T05:05:46Z,29/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,151
2021-05-22T05:06:07Z,22/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,205
2021-03-11T05:06:10Z,11/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,133
2022-04-04T05:07:40Z,4/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,522
2021-04-21T05:07:49Z,21/4/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,174
2022-05-21T05:08:25Z,21/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,569
2022-06-19T05:08:46Z,19/6/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,598
2021-08-13T05:09:22Z,13/8/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,288
2022-08-22T05:10:01Z,22/8/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,662
2022-03-14T05:10:58Z,14/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,501
2021-05-13T05:11:10Z,13/5/2021,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,196
2022-05-05T05:11:34Z,5/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,553
2021-07-08T05:11:49Z,8/7/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,252
2021-05-21T05:12:10Z,21/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,204
2021-07-07T05:12:22Z,7/7/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,251
2022-05-28T05:12:31Z,28/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,576
2022-09-05T05:13:31Z,5/9/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,676
2021-06-04T05:13:49Z,4/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,218
2022-04-02T05:15:04Z,2/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,520
2022-04-11T05:16:19Z,11/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,529
2022-03-18T05:18:28Z,18/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,505
2022-04-05T05:19:07Z,5/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,523
2022-06-28T05:19:07Z,28/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,607
2022-03-31T05:19:25Z,31/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,518
2021-07-12T05:21:43Z,12/7/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,256
2021-07-11T05:22:01Z,11/7/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,255
2022-05-02T05:22:07Z,2/5/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,550
2022-04-17T05:22:22Z,17/4/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,535
2022-06-01T05:23:07Z,1/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,580
2021-03-15T05:23:10Z,15/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,137
2021-09-06T05:23:25Z,6/9/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,312
2021-03-26T05:23:52Z,26/3/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,148
2022-07-15T05:23:52Z,15/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,624
2021-04-13T05:24:49Z,13/4/2021,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,166
2022-03-13T05:24:49Z,13/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,500
2022-07-30T05:25:19Z,30/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,639
2022-07-23T05:27:40Z,23/7/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,632
2022-06-29T05:30:37Z,29/6/2022,Mourachan,WetA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,608
2022-03-29T05:30:52Z,29/3/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,516
2022-08-28T05:32:10Z,28/8/2022,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,668
2022-04-27T05:34:07Z,27/4/2022,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,545
2021-06-14T05:34:52Z,14/6/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,228
2022-08-20T05:35:04Z,20/8/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,660
2021-08-02T05:35:25Z,2/8/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,277
2022-06-30T05:35:25Z,30/6/2022,Mourachan,WetB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,609
2021-07-10T05:36:07Z,10/7/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,254
2021-05-31T05:36:16Z,31/5/2021,Mourachan,DryB,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,214
2021-05-11T05:37:10Z,11/5/2021,Mourachan,DryA,Dingo,Canis familiaris,Canidae,PAM.all,NA,yes,194
